"","ctl-treatA_Left","ctl-treatA_Right","ctl-treatA_Middle","ctl-treatA_Sides","ctl-treatA_MaxVal","ctl-treatA_MaxTime","ctl-treatB_Left","ctl-treatB_Right","ctl-treatB_Middle","ctl-treatB_Sides","ctl-treatB_MaxVal","ctl-treatB_MaxTime","treatA-treatB_Left","treatA-treatB_Right","treatA-treatB_Middle","treatA-treatB_Sides","treatA-treatB_MaxVal","treatA-treatB_MaxTime"
"PF3D7_0810500",0.139170695708202,0.144701587023141,0.225926619342101,0.0579456633892427,0.225926619342101,"Mid",0.0789300776704283,0.0950789474205416,0.168541154251416,0.00546787083955414,0.168541154251416,"Mid",-0.0602406180377741,-0.0496226396025994,-0.057385465090685,-0.0524777925496886,-0.0602406180377741,"Left"
"PF3D7_0810600",0.190296697071795,0.172491442504436,0.373328706136488,-0.0105405665602568,0.373328706136488,"Mid",0.156480791430299,-0.301797679713687,-0.140384577509235,-0.00493231077415185,-0.301797679713687,"Right",-0.0338159056414961,-0.474289122218123,-0.513713283645724,0.00560825578610498,-0.513713283645724,"Mid"
"PF3D7_0810700",-0.269362022675215,0.282374215803225,0.374923353509781,-0.361911160381772,0.374923353509781,"Mid",-0.390665778990324,0.0807923522974852,0.0848964343087038,-0.394769861001542,-0.394769861001542,"Sides",-0.121303756315108,-0.201581863505739,-0.290026919201077,-0.0328587006197703,-0.290026919201077,"Mid"
"PF3D7_0810800",-0.165320081494167,0.453902967484749,0.526231663096394,-0.237648777105811,0.526231663096394,"Mid",-0.265084245527378,0.297610576266465,0.292391355727216,-0.259865024988128,0.297610576266465,"Right",-0.0997641640332111,-0.156292391218284,-0.233840307369177,-0.0222162478823178,-0.233840307369177,"Mid"
"PF3D7_0810900",-1.01128669707885,-0.602809961329451,-0.67399973723998,-0.940096921168322,-1.01128669707885,"Left",0.235905751330528,0.22539674468335,0.634562254212225,-0.173259758198346,0.634562254212225,"Mid",1.24719244840938,0.828206706012802,1.3085619914522,0.766837162969975,1.3085619914522,"Mid"
"PF3D7_0811000",0.0151940742805698,-0.441573009675913,-0.477727405786954,0.0513484703916105,-0.477727405786954,"Mid",0.286427264634827,0.248818114775119,0.159512195543873,0.375733183866073,0.375733183866073,"Sides",0.271233190354257,0.690391124451032,0.637239601330827,0.324384713474462,0.690391124451032,"Right"
"PF3D7_0811100",-0.0582715897477009,-0.0337037934310159,0.0303974015618688,-0.122372784740585,-0.122372784740585,"Sides",-0.0431091085310598,-0.00177407709141583,0.109868512745751,-0.154751698368227,-0.154751698368227,"Sides",0.0151624812166411,0.0319297163396001,0.0794711111838823,-0.0323789136276417,0.0794711111838823,"Mid"
"PF3D7_0811200",0.486083593773077,0.454067300214077,0.809399947908975,0.130750946078179,0.809399947908975,"Mid",0.347291919618559,0.289312919457983,0.521549899119151,0.115054939957391,0.521549899119151,"Mid",-0.138791674154519,-0.164754380756093,-0.287850048789824,-0.015696006120788,-0.287850048789824,"Mid"
"PF3D7_0811300",-0.317127859954472,-0.134962245616314,-0.259412832208165,-0.192677273362621,-0.317127859954472,"Left",-0.394561120156018,-0.813543998592025,-0.957644028189915,-0.250461090558128,-0.957644028189915,"Mid",-0.0774332602015458,-0.678581752975712,-0.69823119598175,-0.0577838171955068,-0.69823119598175,"Mid"
"PF3D7_0811400",0.36234104372928,0.33435600250352,0.63717465426563,0.0595223919671701,0.63717465426563,"Mid",0.135893813845542,0.331815521706889,0.442643640685947,0.0250656948664841,0.442643640685947,"Mid",-0.226447229883738,-0.00254048079663101,-0.194531013579683,-0.0344566971006859,-0.226447229883738,"Left"
"PF3D7_0811500",0.236090143980524,-0.0258436400231878,0.204246016197391,0.00600048775994556,0.236090143980524,"Left",-8.01092600588278e-05,-0.0849497396935527,0.00352626438719253,-0.0885561133408042,-0.0885561133408042,"Sides",-0.236170253240583,-0.059106099670365,-0.200719751810198,-0.0945566011007498,-0.236170253240583,"Left"
"PF3D7_0811600",-0.503969339912801,-0.219498500130685,-0.351765710147697,-0.371702129895789,-0.503969339912801,"Left",-0.397683345035563,0.0684515697270014,-0.157260563000267,-0.171971212308295,-0.397683345035563,"Left",0.106285994877238,0.287950069857686,0.194505147147431,0.199730917587494,0.287950069857686,"Right"
"PF3D7_0811700",-0.285381412899269,0.347343536696943,0.391889893129777,-0.329927769332103,0.391889893129777,"Mid",0.303302145108417,-0.215648894370821,0.142753856958406,-0.0551006062208111,0.303302145108417,"Left",0.588683558007686,-0.562992431067765,-0.249136036171371,0.274827163111292,0.588683558007686,"Left"
"PF3D7_0811800",0.426711820581661,0.585528722776486,0.876649695925625,0.135590847432522,0.876649695925625,"Mid",0.158488845225283,-0.0287354755256462,0.13928685876368,-0.00953348906404304,0.158488845225283,"Left",-0.268222975356378,-0.614264198302133,-0.737362837161946,-0.145124336496565,-0.737362837161946,"Mid"
"PF3D7_0811900",0.285685622104751,0.307862587530649,0.507315561466554,0.0862326481688471,0.507315561466554,"Mid",0.0949616778948918,-0.049759002484183,0.130149764498115,-0.084947089087407,0.130149764498115,"Mid",-0.19072394420986,-0.357621590014832,-0.377165796968438,-0.171179737256254,-0.377165796968438,"Mid"
"PF3D7_0812000",-0.0604102999049288,-0.0239940048437132,-0.0986916368399195,0.0142873320912776,-0.0986916368399195,"Mid",-0.118171147354634,0.0702377248690726,0.0971158272392501,-0.145049249724812,-0.145049249724812,"Sides",-0.0577608474497054,0.0942317297127858,0.19580746407917,-0.15933658181609,0.19580746407917,"Mid"
"PF3D7_0812100",0.226057702171435,0.259353881269697,0.382927922046735,0.102483661394397,0.382927922046735,"Mid",0.0273326554332192,-0.0648618975721872,0.00448261692761012,-0.0420118590665782,-0.0648618975721872,"Right",-0.198725046738216,-0.324215778841884,-0.378445305119125,-0.144495520460975,-0.378445305119125,"Mid"
"PF3D7_0812200",0.18664804769063,-0.251503993981914,-0.185847232491583,0.1209912862003,-0.251503993981914,"Right",-0.0617301499791143,0.0317241490857338,-0.0234241259198429,-0.0065818749735377,-0.0617301499791143,"Left",-0.248378197669745,0.283228143067648,0.16242310657174,-0.127573161173837,0.283228143067648,"Right"
"PF3D7_0812300",-0.102803426368763,-0.0869652619352786,-0.303150463204713,0.113381774900671,-0.303150463204713,"Mid",0.0586198050187769,0.0765701875562607,0.0317553442512473,0.10343464832379,0.10343464832379,"Sides",0.16142323138754,0.163535449491539,0.33490580745596,-0.00994712657688083,0.33490580745596,"Mid"
"PF3D7_0812400",0.229739801787563,0.337380687530698,0.578748913823796,-0.0116284245055338,0.578748913823796,"Mid",0.094189673681717,0.269058682712721,0.367761645421013,-0.00451328902657503,0.367761645421013,"Mid",-0.135550128105846,-0.0683220048179772,-0.210987268402782,0.00711513547895877,-0.210987268402782,"Mid"
"PF3D7_0812500",-0.226174286851956,0.00976301999245012,-0.083389092164459,-0.133022174695047,-0.226174286851956,"Left",-0.224726590972551,-0.463899703766937,-0.547669704604519,-0.140956590134968,-0.547669704604519,"Mid",0.00144769587940581,-0.473662723759387,-0.46428061244006,-0.00793441543992058,-0.473662723759387,"Right"
"PF3D7_0812600",0.105932673524018,-0.34931908504628,-0.29216111761323,0.0487747060909685,-0.34931908504628,"Right",0.0662401694898904,0.128890646162724,0.19698260651398,-0.00185179086136585,0.19698260651398,"Mid",-0.0396925040341278,0.478209731209004,0.48914372412721,-0.0506264969523344,0.48914372412721,"Mid"
"PF3D7_0812700",-0.122009628918036,-0.0472301700038972,-0.00239663763973669,-0.166843161282197,-0.166843161282197,"Sides",-0.286437533418251,0.0744170735827017,0.0413890322922968,-0.253409492127846,-0.286437533418251,"Left",-0.164427904500214,0.121647243586599,0.0437856699320335,-0.0865663308456487,-0.164427904500214,"Left"
"PF3D7_0812800",0.0567425951930905,0.301186038257916,0.20530806611071,0.152620567340296,0.301186038257916,"Right",-0.105734881315445,-0.00534083646680715,-0.0366399976154946,-0.0744357201667574,-0.105734881315445,"Left",-0.162477476508535,-0.306526874724723,-0.241948063726205,-0.227056287507054,-0.306526874724723,"Right"
"PF3D7_0812900",-0.269413752321668,-0.431594567620975,-0.7030102364845,0.00200191654185632,-0.7030102364845,"Mid",0.0599693611787259,0.260594948701566,0.0225377777253081,0.298026532154983,0.298026532154983,"Sides",0.329383113500394,0.692189516322541,0.725548014209808,0.296024615613127,0.725548014209808,"Mid"
"PF3D7_0813000",-0.17802104646185,0.310831980251783,0.377401491146108,-0.244590557356175,0.377401491146108,"Mid",0.0513314162600695,-0.496518792861153,-0.219397101307546,-0.225790275293537,-0.496518792861153,"Right",0.229352462721919,-0.807350773112936,-0.596798592453654,0.0188002820626379,-0.807350773112936,"Right"
"PF3D7_0813100",-0.624598118796354,-0.362492832254317,-0.612824254186506,-0.374266696864164,-0.624598118796354,"Left",0.0140579246317039,0.0780261129978754,0.18533944448478,-0.0932554068552004,0.18533944448478,"Mid",0.638656043428057,0.440518945252192,0.798163698671286,0.281011290008964,0.798163698671286,"Mid"
"PF3D7_0813200",0.0890359240132167,-0.360869251895662,-0.282772019514792,0.0109386916323467,-0.360869251895662,"Right",-0.0584130775335998,0.210467762536355,0.225435326581078,-0.0733806415783222,0.225435326581078,"Mid",-0.147449001546817,0.571337014432017,0.508207346095869,-0.0843193332106689,0.571337014432017,"Right"
"PF3D7_0813300",-0.03219749241684,0.538768313183954,0.517498762379415,-0.0109279416123002,0.538768313183954,"Right",0.0359529188607212,0.0803084039523388,0.193879695137278,-0.0776183723242176,0.193879695137278,"Mid",0.0681504112775613,-0.458459909231615,-0.323619067242137,-0.0666904307119175,-0.458459909231615,"Right"
"PF3D7_0813400",0.177801205882765,0.338584271763278,0.630372628755852,-0.11398715110981,0.630372628755852,"Mid",0.0274096440109556,-0.166567862908645,-0.00757918582642873,-0.13157903307126,-0.166567862908645,"Right",-0.150391561871809,-0.505152134671922,-0.637951814582281,-0.0175918819614503,-0.637951814582281,"Mid"
"PF3D7_0813500",-0.0674801640252858,0.321411925111095,0.409980968920015,-0.156049207834206,0.409980968920015,"Mid",-0.0638026438941796,0.039135568586818,0.0872596090175383,-0.1119266843249,-0.1119266843249,"Sides",0.00367752013110623,-0.282276356524277,-0.322721359902476,0.0441225235093052,-0.322721359902476,"Mid"
"PF3D7_0813600",-0.251241206028443,-0.132579393787631,-0.140557815204701,-0.243262784611372,-0.251241206028443,"Left",8.39498279389862e-05,-0.410260014999748,-0.191603078410827,-0.218572986760982,-0.410260014999748,"Right",0.251325155856382,-0.277680621212117,-0.0510452632061255,0.0246897978503905,-0.277680621212117,"Right"
"PF3D7_0813700",-0.360225111985843,0.411293830823733,0.308798277174296,-0.257729558336405,0.411293830823733,"Right",-0.213846319631524,-0.25403734748011,-0.227263469737679,-0.240620197373954,-0.25403734748011,"Right",0.146378792354319,-0.665331178303843,-0.536061746911975,0.0171093609624506,-0.665331178303843,"Right"
"PF3D7_0813800",-0.264545918578173,-0.284904151143437,-0.298944772198887,-0.250505297522724,-0.298944772198887,"Mid",-0.224936590964772,-0.120909324003355,0.0654432244101932,-0.411289139378321,-0.411289139378321,"Sides",0.0396093276134013,0.163994827140082,0.36438799660908,-0.160783841855597,0.36438799660908,"Mid"
"PF3D7_0813900",0.153516568142206,-0.0806641532495754,-0.366788902574671,0.439641317467302,0.439641317467302,"Sides",-0.226143189831147,0.0529909348943765,-0.287356337262348,0.114204082325577,-0.287356337262348,"Mid",-0.379659757973353,0.133655088143952,0.0794325653123235,-0.325437235141725,-0.379659757973353,"Left"
"PF3D7_0814000",0.148322766466658,0.381133162392504,0.68831145157259,-0.158855522713428,0.68831145157259,"Mid",0.12800602552302,0.0441182833353212,0.314871077727177,-0.142746768868835,0.314871077727177,"Mid",-0.0203167409436379,-0.337014879057183,-0.373440373845414,0.0161087538445928,-0.373440373845414,"Mid"
"PF3D7_0814200",0.0412826533210155,0.119953545559273,0.25192926857903,-0.0906930696987418,0.25192926857903,"Mid",-0.124103438311216,-0.932310281201139,-0.674366997907816,-0.382046721604539,-0.932310281201139,"Right",-0.165386091632231,-1.05226382676041,-0.926296266486846,-0.291353651905797,-1.05226382676041,"Right"
"PF3D7_0814300",0.123975920118469,0.246597045321119,0.389881482120983,-0.0193085166813943,0.389881482120983,"Mid",0.0767228080350787,0.00355419351863078,0.108234807047682,-0.027957805493973,0.108234807047682,"Mid",-0.0472531120833907,-0.243042851802488,-0.2816466750733,-0.00864928881257866,-0.2816466750733,"Mid"
"PF3D7_0814400",-0.0213623073748237,-0.155438325347753,-0.295140151004257,0.11833951828168,-0.295140151004257,"Mid",-0.184643707064424,0.197301495049344,-0.119420294869101,0.132078082854022,0.197301495049344,"Right",-0.1632813996896,0.352739820397097,0.175719856135156,0.0137385645723419,0.352739820397097,"Right"
"PF3D7_0814500",-0.216350875376087,-0.386058566185924,-0.15470219252651,-0.447707249035501,-0.447707249035501,"Sides",0.111555749013225,-0.0935166105979891,0.123893921873151,-0.105854783457915,0.123893921873151,"Mid",0.327906624389312,0.292541955587935,0.278596114399661,0.341852465577586,0.341852465577586,"Sides"
"PF3D7_0814600",-1.32194359423101,-0.951284437581695,-1.38551959338847,-0.88770843842424,-1.38551959338847,"Mid",-0.547045769997221,-1.68775197927328,-1.48710833421083,-0.747689415059679,-1.68775197927328,"Right",0.774897824233791,-0.736467541691589,-0.101588740822358,0.14001902336456,0.774897824233791,"Left"
"PF3D7_0814700",-0.230376467732068,-0.325649266129821,-0.434518062327345,-0.121507671534544,-0.434518062327345,"Mid",-0.0385763614677134,0.032723723121629,0.0123379862386009,-0.0181906245846856,-0.0385763614677134,"Left",0.191800106264355,0.35837298925145,0.446856048565946,0.103317046949859,0.446856048565946,"Mid"
"PF3D7_0814900",0.201746608093106,0.0630420760830363,0.137334745658003,0.12745393851814,0.201746608093106,"Left",-0.0435369714711514,0.323789249006356,0.321342184725201,-0.0410899071899968,0.323789249006356,"Right",-0.245283579564257,0.26074717292332,0.184007439067199,-0.168543845708137,0.26074717292332,"Right"
"PF3D7_0815000",-0.02001103543111,0.496893798939037,0.677041672644684,-0.200158909136758,0.677041672644684,"Mid",0.275315685280653,0.343186726384719,0.579751483799899,0.0387509278654723,0.579751483799899,"Mid",0.295326720711763,-0.153707072554318,-0.0972901888447852,0.238909837002231,0.295326720711763,"Left"
"PF3D7_0815100",-0.226838343336664,-0.045929078080922,-0.124596661511254,-0.148170759906332,-0.226838343336664,"Left",0.0409596954189792,0.0239860111712207,0.084956490253539,-0.0200107836633391,0.084956490253539,"Mid",0.267798038755643,0.0699150892521427,0.209553151764793,0.128159976242993,0.267798038755643,"Left"
"PF3D7_0815200",0.217771304681743,0.357899222555583,0.528858633882227,0.0468118933550987,0.528858633882227,"Mid",0.034441122656196,0.217125336753851,0.304819459430992,-0.0532530000209459,0.304819459430992,"Mid",-0.183330182025547,-0.140773885801733,-0.224039174451235,-0.100064893376045,-0.224039174451235,"Mid"
"PF3D7_0815300",0.397113399016902,0.415596828905814,0.643116258283331,0.169593969639384,0.643116258283331,"Mid",-0.026910179250165,0.133227494371048,0.243767476328338,-0.137450161207455,0.243767476328338,"Mid",-0.424023578267067,-0.282369334534766,-0.399348781954993,-0.307044130846839,-0.424023578267067,"Left"
"PF3D7_0815400",-0.312927170555551,-0.24071071262658,-0.218559417774925,-0.335078465407205,-0.335078465407205,"Sides",0.183855513064001,0.205707284447312,0.283488168169005,0.106074629342307,0.283488168169005,"Mid",0.496782683619551,0.446417997073892,0.502047585943931,0.441153094749513,0.502047585943931,"Mid"
"PF3D7_0815500",-0.103304523089914,-0.194320291226061,-0.38152236836776,0.0838975540517852,-0.38152236836776,"Mid",0.168123189808567,0.134043224826969,0.140164106454725,0.162002308180812,0.168123189808567,"Left",0.271427712898482,0.32836351605303,0.521686474822485,0.0781047541290267,0.521686474822485,"Mid"
"PF3D7_0815600",0.0719963613813085,0.247965497931573,0.345699495312804,-0.0257376359999223,0.345699495312804,"Mid",-0.0911054680092588,0.213825730839707,0.269567542853258,-0.14684728002281,0.269567542853258,"Mid",-0.163101829390567,-0.0341397670918661,-0.0761319524595458,-0.121109644022888,-0.163101829390567,"Left"
"PF3D7_0815700",-0.0191470002472224,0.126337525540765,0.185457028188373,-0.0782665028948306,0.185457028188373,"Mid",0.0297036710095358,0.115599803607642,0.199904052169131,-0.0546005775519531,0.199904052169131,"Mid",0.0488506712567581,-0.0107377219331225,0.0144470239807576,0.0236659253428775,0.0488506712567581,"Left"
"PF3D7_0815800",-0.529857069097095,0.160040998907055,-0.0914838815484017,-0.278332188641639,-0.529857069097095,"Left",-0.344492045638995,-0.243003547074829,-0.338830084904247,-0.248665507809577,-0.344492045638995,"Left",0.1853650234581,-0.403044545981883,-0.247346203355845,0.0296666808320615,-0.403044545981883,"Right"
"PF3D7_0815900",-0.302310054122173,-0.688544813803097,-0.965891919679627,-0.0249629482456427,-0.965891919679627,"Mid",-0.187012799415167,-0.158378310806735,-0.302001524816715,-0.0433895854051871,-0.302001524816715,"Mid",0.115297254707006,0.530166502996362,0.663890394862912,-0.0184266371595445,0.663890394862912,"Mid"
"PF3D7_0816000",0.157401126308942,0.194760733760228,0.349106722779476,0.00305513728969404,0.349106722779476,"Mid",0.121607196144603,0.376701886354803,0.470013958323352,0.0282951241760539,0.470013958323352,"Mid",-0.0357939301643389,0.181941152594574,0.120907235543875,0.0252399868863599,0.181941152594574,"Right"
"PF3D7_0816100",0.196487325078233,-0.419307317658159,-0.254328469985748,0.0315084774058213,-0.419307317658159,"Right",-0.0213836680838789,0.138461349849973,0.177768575250868,-0.060690893484776,0.177768575250868,"Mid",-0.217870993162112,0.557768667508132,0.432097045236615,-0.0921993708905973,0.557768667508132,"Right"
"PF3D7_0816200",-0.188422562092658,-0.229509264266487,-0.0528276924928607,-0.365104133866284,-0.365104133866284,"Sides",-0.0804650698308604,-0.0774504182825187,-0.0026589373199855,-0.155256550793393,-0.155256550793393,"Sides",0.107957492261798,0.152058845983968,0.0501687551728752,0.209847583072891,0.209847583072891,"Sides"
"PF3D7_0816300",0.405483786886866,0.199252702764807,0.0964023816877841,0.508334107963889,0.508334107963889,"Sides",0.011365633193278,-0.616372173755352,-0.436811924732713,-0.168194615829361,-0.616372173755352,"Right",-0.394118153693588,-0.81562487652016,-0.533214306420497,-0.67652872379325,-0.81562487652016,"Right"
"PF3D7_0816400",-0.0921455016374267,-0.111081651226366,0.0447076916473201,-0.247934844511113,-0.247934844511113,"Sides",0.611906424813469,0.169592844488806,0.368092517889766,0.413406751412509,0.611906424813469,"Left",0.704051926450896,0.280674495715172,0.323384826242446,0.661341595923622,0.704051926450896,"Left"
"PF3D7_0816500",-0.109770098616123,-0.232478901284517,-0.534426874444044,0.192177874543405,-0.534426874444044,"Mid",0.0480391170320508,0.181893667111497,0.200402396986988,0.0295303871565603,0.200402396986988,"Mid",0.157809215648174,0.414372568396014,0.734829271431032,-0.162647487386845,0.734829271431032,"Mid"
"PF3D7_0816600",0.658431668560416,0.194967394905382,0.498408110326529,0.354990953139268,0.658431668560416,"Left",0.629323096348667,0.21506375952624,0.551219557159669,0.293167298715237,0.629323096348667,"Left",-0.0291085722117491,0.0200963646208578,0.0528114468331392,-0.061823654424031,-0.061823654424031,"Sides"
"PF3D7_0816700",-0.365377071751448,0.086892483559124,-0.121387423294876,-0.157097164897447,-0.365377071751448,"Left",-0.00815280594771699,0.153934493849951,0.0155256802508156,0.130256007651419,0.153934493849951,"Right",0.357224265803731,0.0670420102908273,0.136913103545692,0.287353172548866,0.357224265803731,"Left"
"PF3D7_0816800",0.296243375542085,-0.251240195621011,-0.405297597661054,0.450300777582129,0.450300777582129,"Sides",0.140390043455167,0.379617188608629,0.166206998662304,0.353800233401493,0.379617188608629,"Right",-0.155853332086918,0.63085738422964,0.571504596323357,-0.0965005441806362,0.63085738422964,"Right"
"PF3D7_0816900",-0.0411953392149651,-0.0642826492893004,-0.252585622100118,0.147107633595852,-0.252585622100118,"Mid",-0.418140717190223,-0.422391387479143,-0.652022821459128,-0.188509283210238,-0.652022821459128,"Mid",-0.376945377975258,-0.358108738189843,-0.39943719935901,-0.33561691680609,-0.39943719935901,"Mid"
"PF3D7_0817000",0.774231322009421,0.605633779288269,1.05074477280756,0.329120328490133,1.05074477280756,"Mid",0.858968548861822,0.467059202275754,0.867979417695088,0.458048333442487,0.867979417695088,"Mid",0.0847372268524006,-0.138574577012515,-0.182765355112469,0.128928004952354,-0.182765355112469,"Mid"
"PF3D7_0817100",0.627035146958478,0.619694391605644,0.898966092681167,0.347763445882955,0.898966092681167,"Mid",0.382641263359719,-0.0768205681279109,0.238182303911721,0.0676383913200878,0.382641263359719,"Left",-0.244393883598759,-0.696514959733555,-0.660783788769446,-0.280125054562867,-0.696514959733555,"Right"
"PF3D7_0817200",0.364830748565879,0.283456681036086,0.577912505549644,0.07037492405232,0.577912505549644,"Mid",0.0459002447260368,-0.0211930160164208,0.140167526065881,-0.115460297356265,0.140167526065881,"Mid",-0.318930503839842,-0.304649697052506,-0.437744979483763,-0.185835221408585,-0.437744979483763,"Mid"
"PF3D7_0817300",-0.475842665453057,0.385987808705366,0.316861053603097,-0.406715910350788,-0.475842665453057,"Left",-0.390386562321923,-0.045397829939919,-0.178808283519663,-0.256976108742179,-0.390386562321923,"Left",0.0854561031311334,-0.431385638645285,-0.495669337122761,0.149739801608609,-0.495669337122761,"Mid"
"PF3D7_0817400",0.0660746663897225,0.278979473402232,0.484422867787349,-0.139368727995394,0.484422867787349,"Mid",0.114255413079397,-0.0424402441693709,0.171090541401059,-0.0992753724910325,0.171090541401059,"Mid",0.0481807466896746,-0.321419717571603,-0.31333232638629,0.0400933555043619,-0.321419717571603,"Right"
"PF3D7_0817500",0.136929330081418,0.180232340628951,0.295404181520876,0.021757489189493,0.295404181520876,"Mid",0.0825948291956133,-0.0327921492497179,0.0908764800975627,-0.0410738001516673,0.0908764800975627,"Mid",-0.0543345008858042,-0.213024489878669,-0.204527701423313,-0.0628312893411602,-0.213024489878669,"Right"
"PF3D7_0817600",-0.251125229411516,-0.116291805500438,-0.171515523206067,-0.195901511705887,-0.251125229411516,"Left",-0.0903772246571883,-0.213911376168976,-0.174447901523859,-0.129840699302306,-0.213911376168976,"Right",0.160748004754328,-0.0976195706685382,-0.0029323783177921,0.0660608124035818,0.160748004754328,"Left"
"PF3D7_0817700",-0.428418405611931,-0.415629706131372,-0.549144921180815,-0.294903190562487,-0.549144921180815,"Mid",0.212722182237207,0.15121918583695,0.272321333462638,0.0916200346115195,0.272321333462638,"Mid",0.641140587849137,0.566848891968322,0.821466254643453,0.386523225174007,0.821466254643453,"Mid"
"PF3D7_0817800",-0.161302715657338,-0.761990724747119,-0.771507558126921,-0.151785882277536,-0.771507558126921,"Mid",0.199180677514818,0.175289254239285,0.14566343666529,0.228806495088812,0.228806495088812,"Sides",0.360483393172156,0.937279978986404,0.917170994792211,0.380592377366349,0.937279978986404,"Right"
"PF3D7_0817900",-0.123416602779644,0.130752088143477,-0.201253186156257,0.20858867152009,0.20858867152009,"Sides",-0.430584930093694,0.0367190504900804,-0.347115559405666,-0.0467503201979479,-0.430584930093694,"Left",-0.307168327314051,-0.0940330376533963,-0.145862373249409,-0.255338991718038,-0.307168327314051,"Left"
"PF3D7_0818000",0.106248221379548,0.122318820505486,-0.0355949106309006,0.264161952515935,0.264161952515935,"Sides",0.0712553692926921,0.233712461382898,0.0730528579519696,0.231914972723621,0.233712461382898,"Right",-0.0349928520868561,0.111393640877412,0.10864776858287,-0.0322469797923142,0.111393640877412,"Right"
"PF3D7_0818100",-0.752960028779708,-0.516539597741265,-0.586210888368842,-0.68328873815213,-0.752960028779708,"Left",0.22029580036215,-0.054347273945005,0.27372232567185,-0.107773799254706,0.27372232567185,"Mid",0.973255829141858,0.46219232379626,0.859933214040692,0.575514938897425,0.973255829141858,"Left"
"PF3D7_0818200",0.058510289957572,-0.174357246093326,0.0269607069442429,-0.142807663079996,-0.174357246093326,"Right",0.110536638807135,-0.24666786270034,0.0146888972570943,-0.1508201211503,-0.24666786270034,"Right",0.0520263488495626,-0.0723106166070143,-0.0122718096871485,-0.00801245807030344,-0.0723106166070143,"Right"
"PF3D7_0818300",-0.830036587682643,0.211360272951338,-0.0767678070819726,-0.541908507649333,-0.830036587682643,"Left",-0.48244204848588,-0.0627060944654868,0.0115568952716415,-0.556705038223009,-0.556705038223009,"Sides",0.347594539196763,-0.274066367416824,0.0883247023536141,-0.0147965305736753,0.347594539196763,"Left"
"PF3D7_0818400",0.275493672530454,0.108586153865005,0.184697623389158,0.199382203006301,0.275493672530454,"Left",0.0185198149371385,0.285527962802883,0.257153855279591,0.0468939224604313,0.285527962802883,"Right",-0.256973857593315,0.176941808937878,0.0724562318904326,-0.15248828054587,-0.256973857593315,"Left"
"PF3D7_0818500",0.312239439499543,0.601217907273443,0.859501610441439,0.0539557363315469,0.859501610441439,"Mid",0.138053918220072,-0.0473415741687416,0.205090160400904,-0.114377816349574,0.205090160400904,"Mid",-0.174185521279471,-0.648559481442185,-0.654411450040534,-0.168333552681121,-0.654411450040534,"Mid"
"PF3D7_0818600",0.446812713176101,-0.0444759282373906,-0.278411732411451,0.680748517350161,0.680748517350161,"Sides",0.308933711521533,0.562400555146988,0.339999727928625,0.531334538739896,0.562400555146988,"Right",-0.137879001654568,0.606876483384379,0.618411460340076,-0.149413978610265,0.618411460340076,"Mid"
"PF3D7_0818700",0.0461059020081979,0.0293654392063442,0.222736518804197,-0.147265177589655,0.222736518804197,"Mid",0.0619972407938123,-0.0598326157858998,0.104349794304907,-0.102185169296994,0.104349794304907,"Mid",0.0158913387856144,-0.0891980549922439,-0.118386724499291,0.0450800082926608,-0.118386724499291,"Mid"
"PF3D7_0818800",0.0859006606421847,0.25177271334451,0.271327024928092,0.0663463490586033,0.271327024928092,"Mid",-0.219678187938711,0.175180849519632,0.134654261463057,-0.179151599882137,-0.219678187938711,"Left",-0.305578848580896,-0.0765918638248784,-0.136672763465034,-0.24549794894074,-0.305578848580896,"Left"
"PF3D7_0818900",0.17963494561103,0.497127329082858,0.671947730257146,0.00481454443674204,0.671947730257146,"Mid",0.14195658008604,0.255252566939152,0.40306256705512,-0.00585342002992839,0.40306256705512,"Mid",-0.0376783655249898,-0.241874762143706,-0.268885163202026,-0.0106679644666704,-0.268885163202026,"Mid"
"PF3D7_0819000",0.152378566266307,0.169143057182659,0.37352780088048,-0.0520061774315134,0.37352780088048,"Mid",0.00396514054707786,-0.0143857906481339,0.12044480463599,-0.130865454737046,-0.130865454737046,"Sides",-0.148413425719229,-0.183528847830793,-0.25308299624449,-0.0788592773055322,-0.25308299624449,"Mid"
"PF3D7_0819100",-0.0040493145902193,-0.177335694211251,-0.199991741360597,0.0186067325591275,-0.199991741360597,"Mid",-0.17953704759273,0.319823312895994,-0.0292303202967944,0.169516585600059,0.319823312895994,"Right",-0.17548773300251,0.497159007107245,0.170761421063803,0.150909853040931,0.497159007107245,"Right"
"PF3D7_0819200",-0.400454153596291,0.0238409084238971,0.0186062529057582,-0.395219498078151,-0.400454153596291,"Left",-0.660671215947078,-0.388561336499326,-0.472854391585891,-0.576378160860514,-0.660671215947078,"Left",-0.260217062350788,-0.412402244923223,-0.491460644491649,-0.181158662782362,-0.491460644491649,"Mid"
"PF3D7_0819300",0.340305516369478,0.362208812165286,0.385807017845866,0.316707310688898,0.385807017845866,"Mid",0.0891107561656209,0.391061015400301,0.301165045363473,0.179006726202449,0.391061015400301,"Right",-0.251194760203857,0.0288522032350152,-0.0846419724823928,-0.137700584486449,-0.251194760203857,"Left"
"PF3D7_0819400",-0.0324453198921934,-0.0409899260459702,-0.24955468619509,0.176119440256926,-0.24955468619509,"Mid",-0.230076265734036,0.210054963490127,-0.0586142724601154,0.0385929702162056,-0.230076265734036,"Left",-0.197630945841843,0.251044889536097,0.190940413734975,-0.137526470040721,0.251044889536097,"Right"
