"","ctl-treatA_MaxVal","ctl-treatB_MaxVal","treatA-treatB_MaxVal","ctl-treatA_MaxTime","ctl-treatB_MaxTime","treatA-treatB_MaxTime"
"PF3D7_0918500",-0.695693375886999,-0.28314576562,0.424677389373779,"ring","ring","ring"
"PF3D7_0918600",0.264421091855898,0.202133071253221,-0.0754397005340842,"ring","ring","ring"
"PF3D7_0918700",-0.455848549604851,0.104195446912175,0.416595467819911,"ring-ring","ring","ring"
"PF3D7_0918800",0.514684424191969,-0.242763119323568,-0.402112849527259,"ring","ring-ring","ring"
"PF3D7_0918900",0.296287202292471,0.0680711574693452,-0.245676135703532,"ring","ring","ring"
"PF3D7_0919000",0.270165369920305,0.288134950327546,0.0862498786692354,"ring","ring","ring"
"PF3D7_0919100",0.62473890356901,0.367988792345259,-0.256750111223751,"ring","ring","ring"
"PF3D7_0919200",-1.0620134482833,0.311026651585122,1.37304009986843,"ring","ring","ring"
"PF3D7_0919300",-1.91626670432146,0.185526912647247,2.07704116141199,"ring","ring","ring"
"PF3D7_0919400",-1.00767585024238,-0.122700995313017,0.910244414239085,"ring","ring","ring"
"PF3D7_0919500",-0.401093788143885,0.312524012071668,0.713617800215553,"ring","ring","ring"
"PF3D7_0919600",0.706427499140444,0.444858586760796,-0.261568912379648,"ring","ring","ring"
"PF3D7_0919700",0.187312841121467,0.351347199539734,0.244327228011507,"ring","ring","ring"
"PF3D7_0919800",-0.269413433558875,-0.470696177222432,-0.228103032873694,"ring","ring","ring"
"PF3D7_0919900",-0.3710017327639,0.0928377202232505,0.457218233168632,"ring","ring","ring"
"PF3D7_0920000",-0.505005467363266,-0.144775140201065,0.360230327162202,"ring-ring","ring-ring","ring-ring"
"PF3D7_0920100",0.136044808373985,0.244685669197288,0.280618299485484,"ring-ring","ring","ring"
"PF3D7_0920200",-0.221846301497173,-0.413018557994404,-0.235635144282475,"ring","ring-ring","ring-ring"
"PF3D7_0920300",0.674025319127423,0.761500946786001,0.6693552499824,"ring","ring","ring"
"PF3D7_0920400",0.131593786634642,-0.0615439283557705,-0.193137714990412,"ring","ring","ring"
"PF3D7_0920500",-1.06590579750656,-0.224777363618923,1.1019850260358,"ring","ring","ring"
"PF3D7_0920600",0.325345396656555,0.507909063580103,0.566309744710955,"ring","ring","ring"
"PF3D7_0920700",-0.150034147132877,0.363797595454855,0.346881194424861,"ring","ring","ring"
"PF3D7_0920800",0.203254362693164,0.200709438464857,-0.266612448548829,"ring","ring","ring"
"PF3D7_0920900",-0.175202045567478,-0.0790421023470769,0.1419272555624,"ring","ring-ring","ring"
"PF3D7_0921000",0.263768180583442,0.63118466094306,0.503095976185131,"ring","ring","ring"
"PF3D7_0921100",-0.515033879817419,0.243311524966708,0.517987874581449,"ring","ring","ring"
"PF3D7_0921200",0.558179975803281,0.205207256266548,-0.352972719536733,"ring","ring","ring"
"PF3D7_0921300",-0.334605001886124,-0.0936457486728647,0.282770369888264,"ring","ring","ring"
"PF3D7_0921400",-1.04925100463503,-0.884125952934383,0.850963330467687,"ring","ring","ring"
"PF3D7_0921500",0.0888378888315597,0.347093586121019,0.399110556437326,"ring-ring","ring","ring"
"PF3D7_0921600",0.523943170159817,0.29551421350011,-0.262916727041192,"ring","ring","ring"
"PF3D7_0921700",0.330633791653182,0.388506551748369,0.266634306117518,"ring","ring","ring"
"PF3D7_0921800",0.135567292955634,0.448206620019854,0.368936796251536,"ring","ring","ring"
"PF3D7_0921900",0.311140804018664,0.229344078339334,-0.233753519100613,"ring","ring-ring","ring"
"PF3D7_0922000",-0.385711043505769,0.75514923736299,0.969183010707268,"ring-ring","ring","ring"
"PF3D7_0922100",-0.209907437155414,-0.691642348373329,-0.589074882652772,"ring-ring","ring","ring"
"PF3D7_0922200",-0.236192612290708,-0.667356854339647,-0.61209966760527,"ring-ring","ring","ring"
"PF3D7_0922300",-0.9303319577641,-0.545793007547675,0.404619124512596,"ring","ring","ring"
"PF3D7_0922400",0.360927607885911,-0.295666836852508,-0.467212433330126,"ring-ring","ring","ring-ring"
"PF3D7_0922500",0.393005505310709,0.270215965201747,-0.163689878536551,"ring","ring","ring-ring"
"PF3D7_0922600",-0.352347562711767,0.117397818181384,0.298771853549792,"ring","ring","ring"
"PF3D7_0922700",-0.137459633915384,0.346757753046224,0.431568155238296,"ring","ring","ring"
"PF3D7_0922800",0.145929187852243,-0.323889159500353,-0.463508089534883,"ring-ring","ring","ring"
"PF3D7_0922900",-0.725521748586607,-0.42400691109329,-0.472147268134219,"ring","ring-ring","ring-ring"
"PF3D7_0923000",0.199839713404713,0.4074749214423,0.219781769719603,"ring","ring","ring"
"PF3D7_0923100",-1.06327821420553,0.450497054526423,0.796125624058164,"ring","ring-ring","ring"
"PF3D7_0923200",0.721957446861383,0.311346869965222,-0.410610576896161,"ring","ring","ring"
"PF3D7_0923300",-0.165678147443634,-0.541302150037539,-0.545793607422776,"ring","ring","ring"
"PF3D7_0923400",-0.190409383674825,-0.548731631440629,-0.562487994990219,"ring","ring","ring"
"PF3D7_0923500",-0.157402964808889,-0.226006838605182,-0.0699370039650187,"ring","ring","ring"
"PF3D7_0923600",-0.100920448504496,-0.194212587559175,0.127838936414565,"ring-ring","ring-ring","ring"
"PF3D7_0923700",-0.634937345852492,0.695698327774932,0.937127618994268,"ring","ring","ring"
"PF3D7_0923800",-0.306424045143547,0.480824310537383,0.672961169191494,"ring","ring","ring"
"PF3D7_0923900",0.446463973705445,0.489283632268393,0.10450671594031,"ring","ring","ring"
"PF3D7_0924000",-0.194648907396634,-0.159778006000232,0.168827854043365,"ring-ring","ring","ring"
"PF3D7_0924100",0.502111694373403,0.156027566836686,-0.383261662522512,"ring","ring","ring"
"PF3D7_0924200",0.535873514493377,0.113174016791956,-0.422699497701421,"ring","ring","ring"
"PF3D7_0924300",-0.402463393508502,0.193001990690838,0.595465384199339,"ring","ring","ring"
"PF3D7_0924400",0.136790208548394,-0.32465066524173,-0.391670757457594,"ring","ring","ring"
"PF3D7_0924500",-0.173816776599774,0.438830155854087,0.553271585656849,"ring","ring","ring"
"PF3D7_0924600",-0.325222740005946,0.384848720456926,0.674788143877417,"ring","ring","ring"
"PF3D7_0924700",0.627775782709103,0.312014642870811,-0.331721197017177,"ring","ring","ring"
"PF3D7_0924800",-1.76342597221359,-1.43116405988339,-0.484672272172619,"ring","ring","ring-ring"
"PF3D7_0924900",0.310075124733251,0.450775516745419,0.693672217925034,"ring-ring","ring","ring"
"PF3D7_0925000",-0.363368649371639,0.143421722028514,0.495239190625282,"ring","ring","ring"
"PF3D7_0925100",0.247491892949195,-0.261943820407912,-0.371676477692948,"ring","ring","ring"
"PF3D7_0925200",0.123602565950765,-0.488834012840224,-0.53784990114038,"ring","ring","ring"
"PF3D7_0925300",-0.252647992005112,0.18741268265688,0.383949212182888,"ring","ring","ring"
"PF3D7_0925400",-0.296513309551642,0.116149352044839,0.412662661596481,"ring","ring","ring"
"PF3D7_0925500",0.248550636701154,0.68137106009867,0.635699208197843,"ring-ring","ring","ring"
"PF3D7_0925600",-0.588034369669421,0.115386663215994,0.703421032885415,"ring","ring","ring"
"PF3D7_0925700",0.376383183831102,0.222398909424864,0.552506575715211,"ring","ring","ring"
"PF3D7_0925800",0.353194890351514,-0.350855970054472,-0.687975831191908,"ring","ring","ring"
"PF3D7_0925900",0.540330468605233,-0.362815035517927,-0.505370689581714,"ring","ring-ring","ring"
"PF3D7_0926000",0.398630975793903,-0.214256434619243,-0.501645150628225,"ring","ring","ring"
"PF3D7_0926100",-0.102130660770386,-0.609921891319699,-0.535504305700978,"ring","ring","ring"
"PF3D7_0926200",0.76907229526837,0.577200406667285,-0.191871888601086,"ring","ring","ring"
"PF3D7_0926300",0.409764221082402,-0.213600919409294,-0.521807035107319,"ring","ring","ring"
"PF3D7_0926400",-0.467159518915612,0.278051305532347,0.745210824447958,"ring","ring","ring"
"PF3D7_0926500",-0.550603515975787,-0.198976257058611,0.486635938092294,"ring","ring","ring"
"PF3D7_0926600",-0.586362523263173,-0.260337196153506,0.682556922329688,"ring","ring","ring"
"PF3D7_0926700",0.487354950402553,0.531016871362247,0.124520522256754,"ring","ring","ring"
"PF3D7_0926800",-0.211695619883834,-0.541328304514359,-0.571411542342804,"ring","ring","ring"
"PF3D7_0926900",-0.571863787145275,0.112721814894169,0.555176235976759,"ring","ring","ring"
"PF3D7_0927000",-0.238577323507473,-0.234637557935829,0.324712812267852,"ring","ring-ring","ring"
"PF3D7_0927100",-0.532187075741483,0.20649900157882,0.617455776670219,"ring-ring","ring","ring"
"PF3D7_0927200",-0.118073133265679,-0.152976562689351,-0.169327897195463,"ring-ring","ring","ring"
"PF3D7_0927300",-0.923315855608625,0.857326048711559,1.35139324139664,"ring","ring","ring"
"PF3D7_0927400",-0.201642282096201,0.292948569507008,0.276373120008826,"ring-ring","ring","ring"
"PF3D7_0927500",-0.381195712757281,0.628238131526588,0.730142894819107,"ring","ring","ring"
"PF3D7_0927600",0.158926941317419,0.19356102099405,0.269097672626246,"ring","ring","ring"
"PF3D7_0927700",-0.361979547595211,0.475858282393783,0.669565741040758,"ring","ring","ring"
"PF3D7_0927800",-0.376014933464931,0.231264698162518,0.536652558025388,"ring","ring","ring"
"PF3D7_0927900",-0.290639098635304,0.117122787168073,0.407761885803377,"ring","ring","ring"
"PF3D7_0928000",-0.107522114798523,0.182722092026228,0.221838597620782,"ring-ring","ring","ring"
"PF3D7_0928100",-0.157969604406045,-0.367118955116771,-0.368127409190557,"ring","ring-ring","ring"
"PF3D7_0928200",0.142933260307807,-0.131571174239288,-0.198508713739314,"ring","ring","ring"
"PF3D7_0928300",-0.26866741920304,0.243872023998324,0.427145952590185,"ring","ring","ring"
"PF3D7_0928400",0.482550854607967,0.612649007889866,0.666474253445956,"ring","ring","ring"
"PF3D7_0928500",0.398917038317435,0.265314079733686,-0.184437501016671,"ring","ring","ring"
"PF3D7_0928600",0.348692200429275,0.551106745066564,0.454482497922865,"ring","ring","ring"
"PF3D7_0928700",0.400583617768753,-0.325224052943739,-0.49576256106952,"ring","ring-ring","ring"
"PF3D7_0928800",0.190885759503408,-0.254533061081353,-0.30784302476272,"ring","ring","ring"
"PF3D7_0928900",0.119396593346733,0.389300644910411,0.480643064230278,"ring-ring","ring","ring"
"PF3D7_0929000",-0.181639272993534,0.273982169651243,0.362765659831406,"ring","ring","ring"
"PF3D7_0929100",-0.142051449100945,-0.231130157328173,-0.23039051969435,"ring-ring","ring","ring"
"PF3D7_0929200",0.502616920741789,0.31201687795066,0.227726015830334,"ring","ring","ring-ring"
"PF3D7_0929300",-0.695261594826997,0.164683683987649,0.620568872408328,"ring","ring-ring","ring"
"PF3D7_0929400",-0.909269348046183,0.152846318599518,1.00562771384644,"ring","ring","ring"
"PF3D7_0929500",0.348030151052007,0.644152080235289,0.877072418212377,"ring-ring","ring-ring","ring"
"PF3D7_0929600",-0.304761534425341,-0.0898034564532704,-0.287908884297132,"ring-ring","ring","ring"
"PF3D7_0929700",-0.329356831144389,0.371730317365044,0.232189541248048,"ring-ring","ring","ring"
"PF3D7_0929900",-0.822370473559371,-0.18915568431846,0.664269553926809,"ring","ring","ring"
"PF3D7_0930000",-0.73545051484767,-0.307149546781673,0.49339689684911,"ring","ring","ring"
"PF3D7_0930100",0.511006747668244,0.203596071579424,-0.30741067608882,"ring","ring","ring"
"PF3D7_0930200",-0.691727768219634,0.981970613472231,1.57867338667396,"ring","ring","ring"
"PF3D7_0930300",-1.01201726221891,0.358413382387374,1.37043064460628,"ring","ring","ring"
"PF3D7_0930400",0.0976171099366368,-0.352282940847893,-0.44990005078453,"ring","ring","ring"
"PF3D7_0930500",0.30762139648063,-0.310704198193407,-0.525383210489587,"ring","ring","ring"
"PF3D7_0930600",0.321710004134177,0.203230715031297,-0.184223744910637,"ring","ring","ring"
"PF3D7_0930700",0.371952600116627,0.358363892136768,-0.197663031170974,"ring","ring","ring"
"PF3D7_0930800",0.293241213361569,-0.144613949977342,-0.393426833067694,"ring","ring","ring"
"PF3D7_0930900",-1.2508820605942,-0.367634038195452,0.883248022398753,"ring","ring","ring"
"PF3D7_0931000",0.323185843977275,-0.318526709156973,-0.640353315282946,"ring","ring","ring"
"PF3D7_0931100",-0.345745543106442,-0.627951823897586,-0.472583333506925,"ring","ring","ring"
"PF3D7_0931200",0.548440627972001,0.368622689522029,0.63491744474228,"ring","ring","ring"
"PF3D7_0931300",-0.710665596489676,-0.503085991197711,0.385704996666979,"ring-ring","ring","ring-ring"
"PF3D7_0931400",0.576833084665805,-0.0721224206865886,-0.533139369238769,"ring","ring-ring","ring"
"PF3D7_0931500",-0.396736401373559,0.447746690039864,0.844483091413423,"ring","ring","ring"
"PF3D7_0931600",-0.868864385908428,0.86142358856702,1.73028797447545,"ring","ring","ring"
"PF3D7_0931700",0.402253486330277,0.0586574791805962,-0.343596007149681,"ring-ring","ring-ring","ring-ring"
"PF3D7_0931800",-0.122115546420714,0.24618431321076,0.296360699788109,"ring","ring","ring"
"PF3D7_0931900",-0.151922435370861,0.189147678488473,0.112529620038512,"ring-ring","ring","ring"
"PF3D7_0932000",-0.510029029887318,0.856584609767281,1.11767685849183,"ring","ring","ring"
"PF3D7_0932100",-0.563657462606665,-0.46300196659609,0.418774423809719,"ring","ring","ring"
"PF3D7_0932200",-0.676117848029358,-0.098604560211003,0.644573636334047,"ring","ring-ring","ring"
"PF3D7_0932300",0.697918609756521,0.55331777754105,-0.144600832215471,"ring","ring","ring"
"PF3D7_0932400",-0.791879015773695,-0.179784277753617,0.651458865527663,"ring","ring","ring"
"PF3D7_0932500",0.357001356683103,0.453338764012899,0.763449473125746,"ring-ring","ring","ring"
"PF3D7_0932600",-0.509430457135321,0.260106617260129,0.378195995725552,"ring","ring","ring"
"PF3D7_0932700",0.354851724346368,0.262704068918154,-0.23457444940338,"ring","ring","ring-ring"
"PF3D7_0932800",0.690316759011136,0.36043339827,-0.329883360741136,"ring","ring","ring"
"PF3D7_0932900",0.216224205364631,-0.422673454984306,-0.52825199564025,"ring","ring-ring","ring"
"PF3D7_0933000",0.277524543953757,-0.327848710094649,-0.406862436836296,"ring","ring-ring","ring"
"PF3D7_0933100",-0.207944051644101,0.348269566252499,0.242783455318281,"ring","ring","ring"
"PF3D7_0933200",-0.281356605722433,0.358984428626999,0.569867774964272,"ring","ring","ring"
"PF3D7_0933300",0.367216865508663,0.815568992644181,0.448352127135518,"ring","ring","ring"
"PF3D7_0933400",0.474323631878852,-0.235674626494352,-0.52822037085997,"ring","ring","ring"
"PF3D7_0933500",0.845775919736216,0.300624172752033,-0.956943543103198,"ring","ring","ring"
"PF3D7_0933600",-0.234643956240318,0.235808553317037,0.207527026420628,"ring-ring","ring","ring"
"PF3D7_0933700",-0.959123104662474,0.605623020078442,1.56474612474092,"ring","ring","ring"
"PF3D7_0933800",0.68279714157579,-0.329996382009194,-0.67158575146168,"ring","ring-ring","ring"
"PF3D7_0933900",-0.314429848601894,0.158611938615075,0.47304178721697,"ring","ring","ring"
"PF3D7_0934000",0.296337479285272,0.192217860487045,-0.240569322512905,"ring","ring","ring"
"PF3D7_0934100",0.235875546222751,0.25040833435164,-0.104605122585716,"ring","ring","ring-ring"
"PF3D7_0934200",0.36476850223851,0.409417426738713,0.456948939317383,"ring","ring","ring-ring"
"PF3D7_0934300",-0.97908226685313,0.213698762528866,0.875082967740556,"ring","ring-ring","ring"
"PF3D7_0934400",0.0987342789918347,0.110023416661383,0.102611096723271,"ring","ring","ring"
"PF3D7_0934500",0.315959912123846,0.290021149792419,-0.133706580290334,"ring","ring","ring"
"PF3D7_0934600",-0.921579836454613,-0.208764077124297,0.993453899966564,"ring","ring","ring"
"PF3D7_0934700",0.785336762679078,-0.162459576285305,-0.641852401457335,"ring","ring-ring","ring"
"PF3D7_0934800",-0.839850362212221,0.193724161139398,1.03357452335162,"ring","ring","ring"
"PF3D7_0934900",-0.413660993482773,-0.259771933428271,0.215198798411948,"ring","ring","ring"
"PF3D7_0935000",0.147681017257056,-0.309275168770099,-0.361457809287654,"ring","ring-ring","ring"
"PF3D7_0935100",0.288688906945903,0.269891750602457,-0.279719356070798,"ring","ring","ring"
"PF3D7_0935200",0.194499911378279,-0.160565668576267,-0.322235016353151,"ring","ring","ring"
"PF3D7_0935300",-0.365704731904804,0.182871494879403,0.430447327279442,"ring","ring","ring"
"PF3D7_0935400",-0.52438390023528,-0.27372985009652,0.375156201995108,"ring","ring","ring"
"PF3D7_0935400_as",-0.241049923654843,0.267501183351024,0.508551107005867,"ring","ring","ring"
"PF3D7_0935500",-0.434882186611158,-0.247690300628806,0.411627442436115,"ring","ring","ring"
"PF3D7_0935600",-0.840146309395794,-0.282861993953441,0.678178908471065,"ring","ring-ring","ring"
"PF3D7_0935700",0.66598303306467,0.485677808807321,-0.283444392804695,"ring","ring","ring"
"PF3D7_0935800",-0.635791589175178,0.228230467435288,0.627114216428393,"ring","ring","ring"
"PF3D7_0935900",-0.993641648837737,-1.57702983164053,-0.583388182802794,"ring","ring","ring"
"PF3D7_0936000",0.3349629139598,-0.27742577348209,-0.547092012477073,"ring","ring","ring"
"PF3D7_0936100",-0.591305381151442,0.929796608066511,1.45725812614339,"ring","ring","ring"
"PF3D7_0936200",0.314831696363918,0.260710286786895,-0.241065592238632,"ring","ring","ring"
"PF3D7_0936300",0.626720850879977,0.174157164006393,-0.452563686873585,"ring","ring","ring"
"PF3D7_0936400",-0.40819723110243,-0.404612589479526,0.50212834599315,"ring","ring","ring"
"PF3D7_0936500",-0.856825288594825,-0.593650133908594,0.691362548578544,"ring","ring","ring"
"PF3D7_0936600",0.218653553650549,0.288034437706449,0.422793922411752,"ring","ring","ring"
"PF3D7_0936700",-0.479955548316449,0.551973435771815,0.816319215651581,"ring","ring","ring"
"PF3D7_0936800",-1.48720549435868,-1.70914778156827,-0.858597832756366,"ring-ring","ring","ring"
"PF3D7_0936900",-0.255841132600836,-0.053839537937754,0.218963281834894,"ring","ring","ring"
"PF3D7_0937000",-0.54754587541009,0.719833126469703,1.18790792290606,"ring","ring","ring"
"PF3D7_0937100",0.984434118307355,-0.370347451466532,-1.00027843666769,"ring-ring","ring","ring"
"PF3D7_0937200",-1.18838159494674,-1.15357185437917,0.412311760730335,"ring","ring","ring-ring"
"PF3D7_0937300",-0.670727046398422,-0.341386870771748,0.592681177086734,"ring","ring","ring"
"PF3D7_0937400",-0.451039403297379,0.230688011430892,0.479316646856605,"ring","ring","ring"
"PF3D7_0937500",0.187592486028677,1.88793631736096,1.70034383133228,"ring","ring","ring"
"PF3D7_0937600",0.613905170856844,0.614104856643895,0.540246602659681,"ring","ring","ring"
"PF3D7_0937700",0.228330269653852,0.588715970283056,0.365401694889614,"ring","ring","ring"
"PF3D7_0937800",-0.398817301824478,-0.33333537190773,0.292287317879645,"ring","ring-ring","ring"
"PF3D7_1000100",-0.851831529648792,0.212255172246154,0.709114523231444,"ring","ring-ring","ring"
"PF3D7_1000200",0.559936126153706,0.915450545473057,1.15082618278915,"ring","ring","ring"
"PF3D7_1000300",-1.44692853535214,-1.47666899475696,-1.03533730768779,"ring","ring","ring"
"PF3D7_1000400",-0.983695165478555,-0.278527871727985,0.832820211823032,"ring","ring","ring"
"PF3D7_1000500",-0.499367123866125,0.423277763793618,0.61781271552297,"ring","ring","ring"
"PF3D7_1000600",-0.816061606516034,-0.289617395845502,0.649570523886004,"ring","ring-ring","ring"
"PF3D7_1000700",-0.19959671220798,0.581609883529065,0.546185175075886,"ring","ring","ring-ring"
"PF3D7_1000800",0.789942614703849,0.225225091447793,-0.612088418406736,"ring","ring","ring"
"PF3D7_1000900",NA,NA,NA,NA,NA,NA
"PF3D7_1001000",0.73279855079606,0.450397867857234,-0.348087509096907,"ring","ring","ring"
"PF3D7_1001100",-0.727674635388939,-0.365180960686043,0.812511604668798,"ring","ring-ring","ring"
"PF3D7_1001200",-0.538716831308751,-0.325195575225644,0.427091638232164,"ring","ring-ring","ring"
"PF3D7_1001300",-0.47829422375096,0.285501338036011,0.601956062195556,"ring","ring","ring"
"PF3D7_1001400",0.447207778562829,0.283253752778114,-0.603663789752437,"ring","ring","ring"
"PF3D7_1001500",0.648931883487436,0.516509208663952,-0.243553976738633,"ring","ring","ring"
"PF3D7_1001600",-0.85754907333786,-0.176081869397385,0.867559882030676,"ring","ring-ring","ring"
"PF3D7_1001700",-0.314636920180749,-0.244092963810824,0.249345623638526,"ring","ring","ring"
"PF3D7_1001800",-0.419726827978694,-0.2222758174031,-0.489085189083401,"ring","ring","ring-ring"
"PF3D7_1001900",0.622324808154203,0.241869009977564,-0.432014565285647,"ring-ring","ring","ring"
"PF3D7_1002000",-0.287521944037033,0.240327998385949,0.527849942422982,"ring","ring","ring"
"PF3D7_1002100",0.353672135447135,0.167630191572462,-0.186041943874673,"ring","ring","ring"
"PF3D7_1002200",-0.144402659383107,-0.585359153858953,-0.563833645305288,"ring","ring","ring"
"PF3D7_1002300",0.576203953343744,-0.423519817703431,-0.771437714231518,"ring","ring-ring","ring"
"PF3D7_1002400",0.643323244844759,0.404008566770691,-0.239314678074068,"ring","ring","ring"
"PF3D7_1002500",0.419511962360121,0.423833548985431,0.0492110376353448,"ring","ring","ring-ring"
"PF3D7_1002600",0.766154240124435,-0.303758027846024,-0.621708023333158,"ring","ring-ring","ring"
"PF3D7_1002700",-0.222897616209359,-0.655111072965962,-0.573470565680936,"ring","ring","ring"
"PF3D7_1002800",0.371585726105266,-0.649861351767044,-1.02144707787231,"ring","ring","ring"
"PF3D7_1002900",-0.558368455335461,-0.107639546075833,0.585613181870694,"ring","ring-ring","ring"
"PF3D7_1003000",-0.298077810331001,-0.271093246289057,-0.152573938224735,"ring","ring-ring","ring"
"PF3D7_1003100",-0.473701798601749,0.347690375503032,0.814668805786588,"ring-ring","ring","ring"
"PF3D7_1003200",-0.263229742058163,0.309326694836689,0.367499942491943,"ring-ring","ring","ring"
"PF3D7_1003300",-0.174203155124479,0.491766134524735,0.639684304491751,"ring","ring","ring"
"PF3D7_1003400",-0.241814966310914,0.065751671206881,0.266965494723634,"ring","ring","ring"
"PF3D7_1003500",0.3095643556459,-0.449950852849292,-0.552919599783675,"ring-ring","ring","ring"
"PF3D7_1003600",-0.488255745908856,-0.11933831146971,0.401407987246027,"ring","ring","ring"
"PF3D7_1003700",0.338840067128655,0.340195638630378,-0.0594022303109101,"ring","ring","ring"
"PF3D7_1003800",0.296892957723117,0.199719079930618,-0.151239519033458,"ring","ring","ring"
"PF3D7_1003900",-0.63996875911184,0.320311490335984,0.715152898302181,"ring","ring-ring","ring"
"PF3D7_1004000",-0.18642085788062,-0.261606890055774,-0.217213253168647,"ring","ring","ring-ring"
"PF3D7_1004100",0.278295270433489,-0.213915196782077,-0.447115872556361,"ring","ring-ring","ring-ring"
"PF3D7_1004200",0.279212801616709,0.182215959455507,-0.18217299130254,"ring","ring","ring"
"PF3D7_1004300",-0.24817210063369,-0.230023710216855,-0.224830400401776,"ring","ring","ring"
"PF3D7_1004400",0.967302887750642,0.582723001301682,-0.38457988644896,"ring","ring","ring"
"PF3D7_1004500",-0.577542081734225,-0.301824414499637,0.393910865670676,"ring","ring","ring"
"PF3D7_1004600",-0.220494235075982,0.325546478781421,0.406647457989818,"ring","ring","ring"
"PF3D7_1004700",-0.542922667557074,0.540642106728976,1.03172444057256,"ring","ring","ring"
"PF3D7_1004800",0.24306480977553,0.380479510129961,0.137414700354431,"ring","ring","ring"
"PF3D7_1004900",-0.549186882801499,-0.288993631436268,0.301822005733056,"ring-ring","ring-ring","ring"
"PF3D7_1005000",-0.18447346791108,-0.30215701244642,-0.117683544535341,"ring-ring","ring-ring","ring-ring"
"PF3D7_1005100",-0.341313297809811,-0.43527670890004,-0.382688002633073,"ring","ring","ring"
"PF3D7_1005200",-0.536230331106287,0.156772292789087,0.52782858090677,"ring","ring-ring","ring"
"PF3D7_1005300",-0.250145413621335,-0.209347093747826,-0.242507374384766,"ring","ring","ring-ring"
"PF3D7_1005400",0.633403888310463,0.984275215949432,0.922460721813688,"ring-ring","ring","ring"
"PF3D7_1005500",0.493106847945651,-0.24423771516522,-0.479501750394322,"ring","ring-ring","ring"
"PF3D7_1005600",0.799302481673895,0.182766702894766,-0.617965780805729,"ring","ring","ring"
"PF3D7_1005700",-0.483524399556921,0.190204144379996,0.673728543936917,"ring","ring","ring"
"PF3D7_1005800",0.21880481878747,-0.335506699765115,-0.241220149183295,"ring","ring-ring","ring"
"PF3D7_1005900",-0.101496442908873,0.387550965636661,0.489047408545534,"ring","ring","ring"
"PF3D7_1006000",-0.135284155877001,0.14592495388561,0.196534262494654,"ring","ring","ring"
"PF3D7_1006100",1.33137531737451,1.3258219832825,0.1089114162025,"ring","ring","ring"
"PF3D7_1006200",0.17732246731996,-0.283812487528349,-0.299883518032266,"ring","ring-ring","ring"
"PF3D7_1006300",0.277051448398817,0.76455097579372,0.487499527394903,"ring","ring","ring"
"PF3D7_1006400",0.101647720725553,0.190441969916125,0.088794249190572,"ring","ring","ring"
"PF3D7_1006500",0.658136828837615,0.204284157255906,-0.453852671581709,"ring","ring","ring"
"PF3D7_1006600",-0.222529059561894,0.33627061186865,0.442394095435884,"ring","ring","ring"
"PF3D7_1006700",-0.254430695302023,-0.693366010558289,-0.498953085525332,"ring","ring","ring"
"PF3D7_1006800",-0.12194433284298,-0.2658061399441,-0.14386180710112,"ring-ring","ring-ring","ring-ring"
"PF3D7_1006900",0.300905304810383,0.314890550065402,0.538774291261531,"ring","ring","ring"
"PF3D7_1007000",0.436824495243631,0.347279201967842,-0.314408152555793,"ring","ring","ring"
"PF3D7_1007100",0.779550518508035,0.538974680344258,0.426351367276255,"ring","ring","ring-ring"
"PF3D7_1007200",-0.636151677489276,0.144962610976929,0.704546219599234,"ring","ring","ring"
"PF3D7_1007300",0.722369082544005,0.556668388664235,0.236225281046301,"ring","ring","ring-ring"
"PF3D7_1007400",-0.257582167487703,0.182060152519689,0.37564576482943,"ring-ring","ring","ring"
"PF3D7_1007500",0.281156680852419,0.270996995742382,-0.103478935916158,"ring","ring","ring"
"PF3D7_1007600",0.396587583020713,0.407505591652737,0.315708953216545,"ring","ring","ring"
"PF3D7_1007700",-0.373359237110854,-0.307579342285348,-0.599983877156953,"ring","ring","ring"
"PF3D7_1007800",-0.433420872317294,-0.355931886801011,-0.280600611941936,"ring","ring","ring-ring"
"PF3D7_1007900",0.841279092772018,0.413176343080923,-0.428102749691096,"ring","ring","ring"
"PF3D7_1008000",-0.244546746875441,-0.69912361784758,-0.585732172077582,"ring","ring","ring"
"PF3D7_1008100",-0.190534205945613,-0.575009418746406,-0.519041525776187,"ring","ring","ring"
"PF3D7_1008200",-0.10299156938359,0.278712069559399,0.381703638942989,"ring","ring","ring"
"PF3D7_1008300",-0.276774906722321,0.681621947354668,0.958396854076989,"ring","ring","ring"
"PF3D7_1008400",0.237709244656764,0.169769898931208,-0.131091722894267,"ring","ring","ring"
"PF3D7_1008500",0.542125055127202,0.337944029378388,-0.210146547358757,"ring","ring","ring"
"PF3D7_1008600",-0.27069908478648,-0.541208618207907,-0.632272563997474,"ring","ring","ring"
"PF3D7_1008700",-0.364124545155371,0.372907407149135,0.648140555417569,"ring","ring","ring"
"PF3D7_1008800",-0.272018939383825,-0.476507073836615,-0.575862979567309,"ring-ring","ring","ring"
"PF3D7_1008900",0.375571384127081,0.408518815285871,0.321868991141163,"ring-ring","ring","ring"
"PF3D7_1009000",0.273055160327768,0.258954302804524,-0.253747795341706,"ring","ring","ring"
"PF3D7_1009100",0.427958681737159,-0.467917960277973,-0.561965293812324,"ring","ring-ring","ring-ring"
"PF3D7_1009200",0.395487762974689,0.251465339662564,-0.144022423312125,"ring","ring","ring"
