"","ctl-treatA_MaxVal","ctl-treatB_MaxVal","treatA-treatB_MaxVal","ctl-treatA_MaxTime","ctl-treatB_MaxTime","treatA-treatB_MaxTime"
"PF3D7_0321700",-0.153706796096835,-0.214681558338832,-0.31425621855028,"ring","ring","ring"
"PF3D7_0321800",0.130065613840889,-0.139476758017838,-0.269542371858727,"ring","ring","ring"
"PF3D7_0321900",0.128734029647221,0.263199569752563,0.188939699032335,"ring","ring","ring"
"PF3D7_0322000",0.34022870886315,0.344720159142561,-0.183261915282974,"ring","ring","ring"
"PF3D7_0322100",-0.304651268783168,-0.10680292395949,0.229040132902472,"ring","ring","ring"
"PF3D7_0322200",0.259344041791921,-0.549687075466831,-0.809031117258752,"ring","ring","ring"
"PF3D7_0322300",0.353044463340423,0.288387649815622,-0.141134219714454,"ring","ring","ring-ring"
"PF3D7_0322400",0.56055002080511,0.194423434123097,-0.366126586682013,"ring","ring","ring"
"PF3D7_0322500",0.746329711511918,0.391466847673879,-0.35486286383804,"ring","ring","ring"
"PF3D7_0322600",0.303866990258964,-0.266487724740233,-0.46643296717639,"ring","ring","ring"
"PF3D7_0322700",0.100357850189502,-0.442058222125796,-0.511951583761795,"ring","ring","ring"
"PF3D7_0322800",-0.561461967317937,0.728004096539791,1.00551308738633,"ring","ring","ring"
"PF3D7_0322900",0.364923121067534,0.249107726102745,-0.115815394964789,"ring","ring","ring"
"PF3D7_0323000",0.190569028857513,0.281300154458491,0.262849032471266,"ring-ring","ring","ring"
"PF3D7_0323100",0.164535764371062,0.157517241685598,0.105650691027473,"ring","ring","ring"
"PF3D7_0323200",-0.560490028982646,0.381891191191413,0.730387960950388,"ring","ring","ring"
"PF3D7_0323300",-0.511872023056994,0.224985702733956,0.607846273151676,"ring","ring","ring"
"PF3D7_0323400",-1.11379930953583,-0.308846848435826,0.841962169353865,"ring","ring-ring","ring"
"PF3D7_0323500",-0.176626097910681,-0.0809804526141742,0.256590184578881,"ring","ring","ring"
"PF3D7_0323600",0.0573565677121459,0.376986539238185,0.362877025302733,"ring","ring","ring"
"PF3D7_0323700",-0.626789906994774,-0.772224900578111,-0.443638522467435,"ring","ring","ring"
"PF3D7_0323800",0.452968457778138,-0.0606604093654019,-0.449517490308553,"ring","ring-ring","ring"
"PF3D7_0324100",-1.13561968586474,-0.999993766941003,-0.303100070764283,"ring-ring","ring","ring"
"PF3D7_0324400",-0.912375293947554,-0.815209122722858,0.776658713992813,"ring","ring","ring"
"PF3D7_0324500",0.407721042140857,0.846064002976011,0.509496617483367,"ring-ring","ring","ring"
"PF3D7_0324600",0.547110206440021,1.14070366944539,0.593593463005374,"ring","ring","ring"
"PF3D7_0324800",2.31386687365524,2.00059942709322,-0.458360519277543,"ring","ring","ring-ring"
"PF3D7_0324900",0.406204037018403,0.53407012389685,0.524097993250465,"ring-ring","ring","ring"
"PF3D7_0400100",-0.408846505496137,-0.31061080300643,0.0982357024897072,"ring","ring","ring"
"PF3D7_0400300",1.59710962819061,1.37757801224511,-0.577634454261369,"ring","ring","ring"
"PF3D7_0400400",-0.551190160409532,0.193243279378188,0.494951879523405,"ring","ring-ring","ring"
"PF3D7_0400500",-0.493610961057694,-0.970989417680492,-0.814877860325133,"ring","ring","ring"
"PF3D7_0400700",0.814326534588722,0.467960208258367,-0.517017004055569,"ring","ring","ring"
"PF3D7_0400800",-1.97467928964291,-1.59066227922452,0.986734473270814,"ring","ring","ring"
"PF3D7_0400900",0.808845250549836,0.858015502817718,0.960907780676483,"ring-ring","ring-ring","ring"
"PF3D7_0401000",1.23603466092909,-1.10859210305543,-2.34462676398452,"ring","ring","ring"
"PF3D7_0401200",-0.867020806177178,-1.35118910840467,-0.655810378879313,"ring","ring","ring"
"PF3D7_0401300",0.33204658139988,0.387794756176887,0.381824862216488,"ring-ring","ring","ring"
"PF3D7_0401400",0.835218833929327,0.528582080741793,0.585270813131427,"ring-ring","ring","ring"
"PF3D7_0401500",-0.957880267094335,-1.46916880909185,-1.27194073434195,"ring","ring","ring-ring"
"PF3D7_0401600",0.230136099000459,-0.623919660109775,-0.672980052544687,"ring-ring","ring","ring-ring"
"PF3D7_0401700",1.07825636050388,0.754945324654846,-0.517127696392967,"ring-ring","ring","ring-ring"
"PF3D7_0401800",-0.418029154178069,-0.512376509783755,-0.471257364233918,"ring-ring","ring-ring","ring"
"PF3D7_0401900",0.182489812988005,0.313631855736914,0.278857528103196,"ring","ring","ring"
"PF3D7_0402000",2.00334201086174,1.43290463853669,-0.570437372325051,"ring","ring","ring"
"PF3D7_0402100",-0.584785684140073,-0.532923539953235,0.564325704955043,"ring","ring","ring"
"PF3D7_0402200",-0.872327160547916,-0.17063242164541,0.798213196457362,"ring","ring","ring"
"PF3D7_0402300",-0.690380260906925,-0.434953567634742,0.668077173116037,"ring-ring","ring","ring"
"PF3D7_0402400",0.425321302005035,-0.170109562687721,-0.271062421239611,"ring","ring-ring","ring"
"PF3D7_0402500",-0.336216527206693,0.528520743411615,0.49102892582886,"ring","ring","ring"
"PF3D7_0402600",-0.55779027484183,0.616430611036179,1.17422088587801,"ring","ring","ring"
"PF3D7_0402700",0.873371772414389,-0.641441289463651,-0.978158831672125,"ring","ring-ring","ring"
"PF3D7_0402800",-0.913249467005461,-1.37504020188703,-0.955617545748505,"ring","ring","ring"
"PF3D7_0402900",0.371550054266798,0.474237208529924,0.341452143634315,"ring","ring","ring"
"PF3D7_0403000",-1.28152360710614,0.507606992842048,1.45282898408536,"ring","ring-ring","ring"
"PF3D7_0403100",-0.519588416874483,0.295973509170866,0.703428503966519,"ring","ring-ring","ring"
"PF3D7_0403200",-0.392247737341739,-0.846200574135797,-0.453952836794058,"ring","ring","ring"
"PF3D7_0403300",0.160721270733415,0.372039621187143,0.214802437994985,"ring","ring","ring"
"PF3D7_0403400",0.0525027269597607,-0.473642089726723,-0.508151557378539,"ring","ring","ring"
"PF3D7_0403500",0.452774249862797,0.28018448776551,-0.183024450686703,"ring","ring","ring"
"PF3D7_0403600",-0.686622637691994,0.223165681471111,0.777860944871915,"ring","ring","ring"
"PF3D7_0403700",0.0641044099794076,-0.387076652723238,-0.451181062702646,"ring","ring","ring"
"PF3D7_0403800",0.175240514257808,0.166822078354464,-0.178652633584515,"ring","ring","ring"
"PF3D7_0403900",-0.320133314986156,0.622262463742083,0.826801074929254,"ring-ring","ring","ring"
"PF3D7_0404000",-0.507399767955287,0.58844893040454,0.981759393927536,"ring","ring","ring"
"PF3D7_0404100",0.414028934124623,-0.257336815379143,-0.521945250758446,"ring","ring-ring","ring"
"PF3D7_0404200",-1.4097702413306,-0.43205931220416,1.02603415424616,"ring","ring-ring","ring"
"PF3D7_0404300",0.333109415924717,-0.322538903292126,-0.583761269657039,"ring","ring","ring"
"PF3D7_0404400",-0.3078738825197,0.349510842961702,0.657384725481403,"ring","ring","ring"
"PF3D7_0404500",-0.765421004286832,-0.797934130347467,-0.472182336122302,"ring","ring","ring-ring"
"PF3D7_0404600",-0.259687978589529,-0.903809770412036,-0.777947147298314,"ring","ring","ring"
"PF3D7_0404700",-0.484576865067003,0.0798395660783083,0.564416431145311,"ring","ring","ring"
"PF3D7_0404800",-0.10301725518457,0.173054049285646,0.185335259134659,"ring","ring","ring"
"PF3D7_0404900",-0.242857643981334,0.195382378046346,0.278662236732962,"ring-ring","ring","ring"
"PF3D7_0405000",0.100212859847229,0.198105566886284,0.198541344452667,"ring","ring","ring"
"PF3D7_0405100",0.090378505337517,0.135506122082286,0.135568179218608,"ring","ring","ring"
"PF3D7_0405200",-0.396751032451642,-0.0597553073158273,0.355876406248776,"ring","ring-ring","ring"
"PF3D7_0405300",-0.518701556071196,-0.32613831876982,0.192563237301375,"ring","ring","ring"
"PF3D7_0405400",0.327069900532632,-0.131405103383691,-0.305961399791683,"ring","ring-ring","ring"
"PF3D7_0405500",-0.466366196542095,-0.517362563103532,-0.38831214189419,"ring","ring","ring-ring"
"PF3D7_0405600",0.28887602683244,0.515313392013372,0.621416695227967,"ring","ring","ring"
"PF3D7_0405700",0.654605356805405,0.551135569391773,-0.121442576530254,"ring","ring","ring"
"PF3D7_0405800",-0.729102885123082,-0.467873444075558,0.261229441047524,"ring","ring","ring"
"PF3D7_0405900",-0.207096324606363,-0.154935687208176,0.284844157454067,"ring","ring","ring"
"PF3D7_0406000",-0.353678370982078,-0.381422185031343,-0.373559929926535,"ring-ring","ring","ring"
"PF3D7_0406100",0.219140602498195,0.116750166643476,-0.146840291672033,"ring","ring","ring"
"PF3D7_0406200",-0.261920755819163,0.172916590850307,0.383665008207397,"ring","ring","ring"
"PF3D7_0406400",0.631802658715802,0.482472978015672,-0.293500497109375,"ring","ring","ring"
"PF3D7_0406500",-0.337727303489443,-0.758501459724738,-0.502205246292231,"ring","ring","ring"
"PF3D7_0406600",-0.201260683036297,-0.392867947946903,-0.196736220374425,"ring","ring-ring","ring-ring"
"PF3D7_0406700",-0.514886746285826,-0.186924172044794,0.461517525061637,"ring","ring","ring"
"PF3D7_0406800",-0.160908499645479,0.197348895505098,0.26700120172133,"ring","ring","ring"
"PF3D7_0406900",0.159164912454646,-0.392332188089916,-0.551497100544562,"ring","ring","ring"
"PF3D7_0407000",0.379681623827622,0.190906431876183,-0.41341859805296,"ring","ring","ring"
"PF3D7_0407100",-0.509675402787741,0.13641350586286,0.610057101228197,"ring","ring-ring","ring"
"PF3D7_0407200",-0.122342316708769,0.406636310660564,0.505287486995114,"ring","ring","ring"
"PF3D7_0407300",-0.340195152274028,-0.519688082667376,-0.369185124104213,"ring","ring","ring"
"PF3D7_0407400",0.304105008638072,0.170849099920559,0.198294710383648,"ring","ring","ring-ring"
"PF3D7_0407500",0.263674341689355,-0.318022015207661,-0.474297697312121,"ring","ring","ring"
"PF3D7_0407600",0.506600203776998,0.474995184469121,-0.140918164034875,"ring","ring","ring"
"PF3D7_0407700",0.218303596066682,0.287462112667575,0.181951550809446,"ring","ring","ring"
"PF3D7_0407800",-0.36110850386997,0.190689495760775,0.467677360560416,"ring","ring","ring"
"PF3D7_0407900",0.407661667334857,0.387108736982494,0.246212195458116,"ring","ring","ring"
"PF3D7_0408000",-0.869932251974511,-0.270039771359239,0.599892480615271,"ring","ring","ring"
"PF3D7_0408100",-0.292739452079956,-0.728045833902018,-0.608754362598732,"ring-ring","ring","ring"
"PF3D7_0408200",-0.438202835888905,-0.828758072836765,-0.627764204021425,"ring","ring","ring"
"PF3D7_0408300",-0.202022320574636,-0.392296656475442,-0.190274335900806,"ring-ring","ring-ring","ring-ring"
"PF3D7_0408400",-0.822594581052154,0.574863016722312,1.22678877053094,"ring","ring","ring"
"PF3D7_0408500",-0.641583302666475,-0.655385325830673,0.382578472235131,"ring","ring","ring"
"PF3D7_0408600",-1.2263168475446,-1.41862514791685,-0.417063747100183,"ring","ring","ring"
"PF3D7_0408700",-0.813913713608519,-0.538211890367517,0.275701823241002,"ring","ring","ring"
"PF3D7_0408800",-0.329837909426373,1.05870244823446,1.14269130897103,"ring","ring","ring"
"PF3D7_0408900",0.0932586373435099,0.176727050167453,-0.125085070965924,"ring","ring","ring"
"PF3D7_0409000",0.177643229262182,0.346590498967872,0.433774992302764,"ring","ring","ring"
"PF3D7_0409100",0.407287187214381,0.33623390352912,-0.0866066106220311,"ring","ring","ring"
"PF3D7_0409200",0.303521549935012,0.309455863759269,-0.144627518751676,"ring","ring","ring-ring"
"PF3D7_0409300",0.621215558126199,0.164556611982647,-0.456658946143552,"ring","ring","ring"
"PF3D7_0409400",0.0964824432703511,-0.272499776057852,-0.30343417798738,"ring","ring","ring"
"PF3D7_0409500",-0.617556598685141,-0.250848996953365,0.42807357134492,"ring","ring-ring","ring"
"PF3D7_0409600",-0.194793291614594,-0.193122140867748,0.0906056218930375,"ring","ring","ring"
"PF3D7_0409700",-0.540725594181382,0.277113337060748,0.328511566642338,"ring","ring","ring"
"PF3D7_0409800",0.748933631364003,-0.141754429187078,-0.675962920436672,"ring","ring","ring"
"PF3D7_0409900",0.244121342758743,0.797480305452705,0.621644956659918,"ring","ring","ring"
"PF3D7_0410000",-0.44572965350628,-0.563041154709354,-0.469857973396164,"ring-ring","ring-ring","ring"
"PF3D7_0410100",-0.604739408137066,0.864685693954748,1.3475491759411,"ring","ring","ring"
"PF3D7_0410200",-1.01200065768671,0.836386896577335,1.26773081338905,"ring","ring-ring","ring"
"PF3D7_0410300",-0.127062885571913,-0.314443985618656,-0.268012880445712,"ring-ring","ring","ring"
"PF3D7_0410400",-0.188022625841139,0.224063346089406,0.285209188500759,"ring","ring","ring"
"PF3D7_0410500",-0.211719231359227,-0.178778936788114,-0.353903697592607,"ring","ring-ring","ring"
"PF3D7_0410600",0.45109772689843,0.519444047155418,0.0772883089167535,"ring","ring","ring"
"PF3D7_0410700",-0.487387485340645,-0.282980603505926,0.492895669186548,"ring","ring","ring"
"PF3D7_0410800",-0.531429945415424,-0.323625280374851,0.253592669081883,"ring","ring","ring"
"PF3D7_0410900",-0.171734613814143,-0.269266747250559,-0.368410540132113,"ring","ring","ring"
"PF3D7_0411000",-0.208043233806333,-0.295869815997845,-0.289769981592493,"ring-ring","ring","ring"
"PF3D7_0411100",-1.55242302096699,-1.10996034170238,0.555239873472072,"ring","ring","ring"
"PF3D7_0411200",0.336001440048404,-0.427988411040112,-0.598014590325659,"ring","ring","ring"
"PF3D7_0411300",0.709683991524395,0.303338341600365,-0.40634564992403,"ring","ring","ring"
"PF3D7_0411400",0.793559460287984,-0.252965715951179,-0.870513217667454,"ring","ring","ring"
"PF3D7_0411500",-2.12405411834477,-2.13629498337018,-0.731150321387714,"ring","ring","ring-ring"
"PF3D7_0411600",-1.64796874730005,-0.810451130092685,1.05460982798667,"ring","ring","ring"
"PF3D7_0411700",-0.789586081590242,-0.393885377726662,0.478361642156765,"ring","ring","ring"
"PF3D7_0411800",0.29508544291912,-0.34039673425168,-0.58459224812431,"ring","ring","ring"
"PF3D7_0411900",-0.330407180968724,-0.106220105484644,0.22418707548408,"ring","ring","ring"
"PF3D7_0412000",0.536371715805245,0.193860211028288,-0.342511504776957,"ring","ring","ring"
"PF3D7_0412100",-0.786059462413505,-1.04803305195147,-0.26197358953797,"ring","ring","ring"
"PF3D7_0412200",0.198929558206015,0.331514446087849,0.252248587149093,"ring","ring","ring"
"PF3D7_0412300",1.001178916262,0.563611794806587,-0.437567121455418,"ring","ring","ring"
"PF3D7_0412400",2.72395396077654,2.81502318303299,0.377868528403665,"ring","ring","ring"
"PF3D7_0412700",0.54617057809754,0.66203268203957,0.406065275213644,"ring-ring","ring","ring"
"PF3D7_0413100",2.06619046855785,2.4844751119464,0.424581976366861,"ring","ring","ring"
"PF3D7_0413200",-0.740914877684183,-0.386637313099398,0.398299920282186,"ring","ring","ring"
"PF3D7_0413300",-1.27374855421013,-0.788386667277015,-0.579767432248844,"ring","ring","ring-ring"
"PF3D7_0413400",-0.821085337372612,-0.208149643806707,0.612935693565904,"ring","ring","ring"
"PF3D7_0413500",-0.661826360936704,0.198128377255834,0.859954738192538,"ring","ring","ring"
"PF3D7_0413600",0.180603425900256,-0.196021156848882,-0.374916766160627,"ring","ring","ring"
"PF3D7_0413700",-0.459563932864405,0.278668232288215,0.653625660264587,"ring","ring","ring"
"PF3D7_0413800",-0.697330120840938,-0.343087841480779,0.729237884154179,"ring","ring","ring"
"PF3D7_0413900",0.315149567542792,0.204332786890022,-0.253351953376109,"ring","ring","ring"
"PF3D7_0414000",-0.135734469625683,-0.119612766430867,-0.124401756297809,"ring","ring","ring-ring"
"PF3D7_0414100",0.579390403908781,0.35223492496203,-0.256505905154752,"ring","ring","ring"
"PF3D7_0414200",-0.841325100257299,0.194551714370963,0.994923342360092,"ring","ring","ring"
"PF3D7_0414300",0.413595728407789,0.599107250119286,0.714985110223851,"ring","ring","ring"
"PF3D7_0414400",-0.587193941471699,-0.609099493579515,0.236737611402384,"ring-ring","ring","ring"
"PF3D7_0414500",-0.0624239267160401,-0.305143311169295,-0.242719384453255,"ring","ring","ring"
"PF3D7_0414600",-0.75734383500582,0.428607449776291,0.708035289130365,"ring","ring-ring","ring"
"PF3D7_0414700",0.427231831052141,0.402823926616633,0.326783279255082,"ring","ring","ring-ring"
"PF3D7_0414800",-0.1992200019135,-0.0573237477041289,0.154780912645162,"ring-ring","ring","ring-ring"
"PF3D7_0414900",-0.922637598061979,0.22102649657032,1.1436640946323,"ring","ring","ring"
"PF3D7_0415000",0.335740640474614,0.2412972087296,0.341152055536713,"ring-ring","ring","ring"
"PF3D7_0415100",0.234833134680505,-0.240219031088426,-0.300324816709162,"ring","ring-ring","ring"
"PF3D7_0415200",-0.382780427481332,-0.456685971327336,-0.295619761812534,"ring","ring","ring"
"PF3D7_0415300",-0.224900090533529,-0.151681566602031,-0.218275940570776,"ring","ring","ring"
"PF3D7_0415400",0.25332402530294,0.208044235267628,0.45562713254052,"ring","ring","ring"
"PF3D7_0415500",0.366481648373087,0.334910766643028,-0.257886513600191,"ring-ring","ring","ring-ring"
"PF3D7_0415600",0.504022429591777,-0.142543348489645,-0.578969941251952,"ring-ring","ring","ring-ring"
"PF3D7_0415700",-0.450849063822497,0.23409756574404,0.501255162226341,"ring","ring","ring"
"PF3D7_0415800",-0.39519342147215,-0.498286629870973,-0.170836819666407,"ring","ring","ring"
"PF3D7_0415900",0.521762699660964,0.401692273889812,0.191364948704174,"ring","ring","ring-ring"
"PF3D7_0416000",-0.170954323793261,-0.194193700326375,-0.213522116424695,"ring","ring","ring"
"PF3D7_0416100",0.559394407672927,0.189661603457553,-0.369732804215373,"ring","ring","ring"
"PF3D7_0416200",-0.202965288680053,-0.274866403079523,-0.215425658247955,"ring","ring","ring"
"PF3D7_0416300",-0.34611329917967,-0.201346994626369,0.474118364132804,"ring-ring","ring","ring"
"PF3D7_0416400",-0.139496701606344,0.305587690387215,0.202396954945447,"ring","ring","ring"
"PF3D7_0416500",-0.331769875923155,-0.247308550177627,0.375423193261582,"ring-ring","ring","ring"
"PF3D7_0416600",-0.781075495723821,0.235374485550115,0.701346841695587,"ring","ring-ring","ring"
"PF3D7_0416700",-0.186367633258124,0.416589652020798,0.563663991042241,"ring","ring","ring"
"PF3D7_0416800",0.240721372740509,-0.16605194678801,-0.225222027526436,"ring","ring-ring","ring"
"PF3D7_0416900",0.385978620962677,-0.133227478123315,-0.479048630656535,"ring","ring","ring"
"PF3D7_0417000",-2.04627395605996,-1.74588183552752,-0.513941797865752,"ring","ring","ring-ring"
"PF3D7_0417100",-0.272838578706186,0.296550546423381,0.427508517517021,"ring","ring","ring"
"PF3D7_0417200",-0.518113045313209,0.34860468040829,0.665328105941056,"ring","ring-ring","ring"
"PF3D7_0417300",0.230198181119272,-0.229449560205817,-0.459647741325089,"ring","ring","ring"
"PF3D7_0417400",-0.406564925963659,-0.787297135870088,-0.493022186878038,"ring","ring","ring"
"PF3D7_0417500",-0.345018520222669,0.469071863955443,0.794897911266772,"ring","ring","ring"
"PF3D7_0417600",-0.28296458858354,0.298994300605105,0.419832302178849,"ring","ring","ring"
"PF3D7_0417700",-0.53094250103782,-0.187830641122806,0.613589656754343,"ring","ring-ring","ring"
"PF3D7_0417800",0.266395244271148,-0.24821512413438,-0.514610368405528,"ring","ring","ring"
"PF3D7_0417900",-0.1340269522948,-0.334646825359792,-0.200619873064993,"ring","ring","ring"
"PF3D7_0418000",-0.211961007131861,-0.139977808289763,-0.252287605893387,"ring","ring","ring"
"PF3D7_0418100",0.938013627310955,-0.171397573207594,-0.832926314943982,"ring","ring","ring"
"PF3D7_0418200",0.262520001479127,0.301361443508247,0.173824253396491,"ring","ring","ring"
"PF3D7_0418300",-0.319625836143492,-0.736542783804339,-0.673458281141977,"ring","ring","ring"
"PF3D7_0418400",0.207709468044042,0.367029557287836,0.336564749983546,"ring-ring","ring","ring"
"PF3D7_0418500",-0.338674531626033,0.387758931225526,0.649131854477288,"ring","ring","ring"
"PF3D7_0418600",-0.331821662217325,0.202165648020347,0.330236458219372,"ring","ring","ring"
"PF3D7_0418700",0.323732905140837,0.415698067950036,0.137587434031524,"ring","ring","ring"
"PF3D7_0418800",-0.680438402485978,-0.299476542474839,0.395162283705712,"ring","ring","ring"
"PF3D7_0418900",-0.430015400252235,0.35442984716606,0.757314828373733,"ring","ring","ring"
"PF3D7_0419000",-0.26222907084306,-0.352524480347316,-0.223304860775409,"ring","ring","ring-ring"
"PF3D7_0419100",-0.730441543038457,-0.209993367769417,0.52044817526904,"ring","ring","ring"
"PF3D7_0419200",-0.373911056860665,0.200687207004893,0.464172865894674,"ring","ring","ring"
"PF3D7_0419300",-0.339644266574946,0.262615872862903,0.597687453630662,"ring","ring","ring"
"PF3D7_0419400",-0.327835074858302,-0.177296765512017,0.156200303283531,"ring","ring","ring"
"PF3D7_0419500",0.601883283319179,0.170631742639392,-0.431251540679786,"ring","ring","ring"
"PF3D7_0419600",0.303548450864812,0.150188551238455,-0.153359899626356,"ring","ring","ring"
"PF3D7_0419700",-0.474575061350419,-0.589164866640814,0.149948443314353,"ring","ring","ring"
"PF3D7_0419800",0.663499283170495,0.269861196405678,-0.393638086764817,"ring","ring","ring"
"PF3D7_0419900",-0.150757533502524,-0.717423993280979,-0.566666459778455,"ring","ring","ring"
"PF3D7_0420000",-0.337323132499849,-0.680032629079005,-0.530065747584405,"ring","ring","ring"
"PF3D7_0420100",0.470972059582349,0.278050790452235,-0.192921269130114,"ring","ring","ring"
"PF3D7_0420200",-0.242401656557471,0.184858503077747,0.427260159635218,"ring","ring","ring"
"PF3D7_0420300",-0.158696030458967,-0.171216999219605,-0.22168731312484,"ring-ring","ring-ring","ring"
"PF3D7_0420400",-0.202428318977851,0.124648637805255,0.21941349409767,"ring","ring","ring"
"PF3D7_0420500",-0.951113549568388,0.485259113544604,1.43637266311299,"ring","ring","ring"
"PF3D7_0420700",2.00365515582177,2.05999904370545,-0.0874755140415877,"ring","ring","ring"
"PF3D7_0421100",0.184759181774501,1.03756110736643,0.912634163873482,"ring","ring","ring"
"PF3D7_0421300",2.93899561262822,3.19613448520962,0.283049221055998,"ring","ring","ring"
"PF3D7_0421500",0.650947720991344,0.671687088348922,0.505505697630893,"ring","ring","ring"
"PF3D7_0421600",-1.04720152021895,-0.674971258709278,0.372230261509671,"ring","ring","ring"
"PF3D7_0421700",0.464440246323829,0.122800310182332,-0.476457080787761,"ring","ring","ring"
"PF3D7_0421800",-0.582755721486262,0.383243313924171,0.632377168248264,"ring","ring","ring"
"PF3D7_0421900",0.08428061186998,-0.073859223653714,-0.120152702897075,"ring","ring","ring"
"PF3D7_0422000",-0.325601494514704,-0.434939380473626,-0.171783808197796,"ring-ring","ring","ring"
"PF3D7_0422100",0.407670825596603,0.398115950147953,-0.14579158015303,"ring","ring","ring"
"PF3D7_0422200",-0.33528922076991,-0.808293598896951,-0.647010339464781,"ring","ring","ring"
"PF3D7_0422300",-0.572257261026184,0.216304357578452,0.595142958377669,"ring","ring","ring"
"PF3D7_0422400",0.329973682193462,-0.249613277736713,-0.342346174623514,"ring-ring","ring","ring-ring"
"PF3D7_0422500",0.31941886050533,-0.07967787560101,-0.278005907140577,"ring","ring-ring","ring"
"PF3D7_0422600",0.14345700698448,0.320286087099343,0.40799898056156,"ring","ring","ring"
"PF3D7_0422700",0.159026132460181,0.383526827961772,0.47548987728196,"ring","ring","ring"
"PF3D7_0422800",0.287164328814522,0.495643100140981,0.5953662919135,"ring-ring","ring","ring"
"PF3D7_0422900",-0.372535392147779,0.378428996516218,0.750964388663998,"ring","ring","ring"
"PF3D7_0423000",-0.285310538696562,-0.241567546407174,-0.250080772042243,"ring","ring","ring"
"PF3D7_0423100",0.578803559434274,0.468561863328467,-0.110241696105806,"ring","ring","ring"
"PF3D7_0423200",-0.20903402621966,0.283223316463586,0.408847771509602,"ring","ring","ring"
"PF3D7_0423300",-0.392020640153215,0.361243144809993,0.685627092803137,"ring","ring","ring"
"PF3D7_0423400",-0.153627842295991,0.335467828540313,0.43957452701174,"ring","ring","ring"
"PF3D7_0423500",-0.472989991112403,0.362629429872343,0.835619420984746,"ring","ring","ring"
"PF3D7_0423600",-0.241273675172775,-0.212818680897373,0.135095223818425,"ring","ring","ring"
"PF3D7_0423700",-1.06121523962494,-0.578504931627087,0.590959280602043,"ring","ring","ring"
"PF3D7_0423800",-0.571784370492405,0.364270718019751,0.847535599464228,"ring","ring","ring"
"PF3D7_0423900",-0.207429638354118,0.419519311316806,0.625125622962633,"ring","ring","ring"
"PF3D7_0424000",1.15925032519053,1.15111866148733,0.184325117720831,"ring","ring","ring"
"PF3D7_0424100",-0.332890982302159,0.633714510070849,0.482535354106621,"ring-ring","ring","ring"
"PF3D7_0424200",-0.602878085799884,0.232239530356202,0.835117616156086,"ring","ring","ring"
"PF3D7_0424300",-0.503400846786698,0.099160637112763,0.547016359188499,"ring","ring","ring"
"PF3D7_0424400",-0.386208229297703,-0.231052096983441,0.155156132314263,"ring","ring","ring"
"PF3D7_0424500",-0.208390674702275,-0.391639116150425,0.435607413839745,"ring","ring","ring"
"PF3D7_0424600",0.10217776284865,0.165861730782242,0.187269780868129,"ring-ring","ring","ring"
"PF3D7_0424700",-0.474979236306782,-0.537647002961417,-0.360116990670847,"ring-ring","ring","ring"
"PF3D7_0424800",0.415701784070586,0.292354809519489,-0.192073078050352,"ring","ring","ring"
"PF3D7_0424900",0.546271803960788,0.69305722565989,0.586973132121357,"ring","ring","ring"
"PF3D7_0425000",0.414710172197431,-1.30243374453819,-1.45876045134576,"ring","ring","ring"
"PF3D7_0425100",0.54114468098464,0.796131561469956,0.278301966375948,"ring","ring","ring"
"PF3D7_0425200",0.432758748759906,0.536565561271437,0.517454023116229,"ring","ring","ring"
"PF3D7_0425300",-0.629035626711046,-0.389058467394504,-0.479718214283763,"ring","ring","ring-ring"
"PF3D7_0425400",0.857829726506546,0.872830212396219,-0.538075169861289,"ring-ring","ring","ring-ring"
"PF3D7_0425500",0.737688451374258,0.482424403379494,-0.654648660238204,"ring","ring","ring-ring"
"PF3D7_0425700",-0.361867345699833,0.112088686615867,0.465811801875612,"ring","ring","ring"
"PF3D7_0425800",0.36002655190493,0.348617744680747,0.145831457975441,"ring","ring","ring"
"PF3D7_0425900",1.97902327701581,2.44011942324488,0.573855466075089,"ring","ring","ring"
"PF3D7_0426000",0.558501485186397,0.828796067366796,0.596088161662034,"ring-ring","ring-ring","ring"
"PF3D7_0500100",-0.249870615331908,-0.31182180869528,-0.189866399378335,"ring","ring","ring-ring"
"PF3D7_0500300",-0.410628191785535,-0.155393430288534,0.300989480266827,"ring","ring-ring","ring"
"PF3D7_0500400",0.0832281957770276,-0.508182135367878,-0.591410331144906,"ring","ring","ring"
"PF3D7_0500500",0.260886355021296,0.225018594411289,0.376736168251131,"ring-ring","ring","ring"
"PF3D7_0500600",-0.916388825356322,-0.571643332165814,0.980605588274051,"ring","ring","ring"
"PF3D7_0500700",-0.316609100931319,-0.161598773917774,0.245207506792488,"ring-ring","ring","ring-ring"
"PF3D7_0500800",-1.0867245532566,-2.08283611975309,-1.10730954523912,"ring","ring","ring"
"PF3D7_0500900",-0.53638017902511,-0.418136845854615,0.148874769358873,"ring-ring","ring-ring","ring"
"PF3D7_0501000",-0.244777868144351,-0.385605167150932,-0.327980325228355,"ring","ring-ring","ring"
"PF3D7_0501100",-0.312510113677692,-0.497867499335684,-0.467439802760884,"ring","ring","ring"
"PF3D7_0501200",0.483099761243409,-0.29774112900922,-0.415479816554517,"ring","ring","ring"
"PF3D7_0501300",0.361062130844368,-0.557371486026731,-0.900545176592545,"ring","ring","ring"
"PF3D7_0501400",-0.770312682821399,-1.30591326982405,-0.537895863600793,"ring","ring","ring"
"PF3D7_0501500",-1.2411491221987,0.391992129397578,1.43568564699346,"ring","ring","ring"
